,Person,Person~2895,"Garrison, Patrica ",GarrisonP@univ.edu,2895,963.555.6760,,,Patrica,Garrison
,ID,2895,,,,,,,,
,Person,Person~2254,"Effie, Leila Vinson",EffieL@univ.edu,2254,963.555.6824,,,Leila,Effie
,ID,2254,,,,,,,,
,Person,Person~2389,"Buckley, Rose ",BuckleyR@univ.edu,2389,963.555.6855x5018,,,Rose,Buckley
,ID,2389,,,,,,,,
,Person,Person~1699,"Stanton, Kathie ",StantonK@univ.edu,1699,963.555.7095,,,Kathie,Stanton
,ID,1699,,,,,,,,
,Person,Person~1567,"Banks, Shannon ",BanksS@univ.edu,1567,963.555.7198,,,Shannon,Banks
,ID,1567,,,,,,,,
,Person,Person~3066,"Barnes, Cleo ",BarnesC@univ.edu,3066,963.555.7463x7335,,,Cleo,Barnes
,ID,3066,,,,,,,,
,Person,Person~2426,"Brady, Nellie ",BradyN@univ.edu,2426,963.555.7569,,,Nellie,Brady
,ID,2426,,,,,,,,
,Person,Person~2217,"Katheryn, Ruben Holt",KatherynR@univ.edu,2217,963.555.7578,,,Ruben,Katheryn
,ID,2217,,,,,,,,
,Person,Person~1968,"Michael, Dianne ",MichaelD@univ.edu,1968,963.555.7592,,,Dianne,Michael
,ID,1968,,,,,,,,
,Person,Person~3012,"Grant, Adam ",GrantA@univ.edu,3012,963.555.7775,,,Adam,Grant
,ID,3012,,,,,,,,
,Person,Person~1824,"Head, Kurtis ",HeadK@univ.edu,1824,963.555.7882,,,Kurtis,Head
,ID,1824,,,,,,,,
,Person,Person~3929,"Berger, Jami ",BergerJ@univ.edu,3929,963.555.8158,,,Jami,Berger
,ID,3929,,,,,,,,
,Person,Person~2682,"Earline, Jaime Fitzgerald",EarlineJ@univ.edu,2682,963.555.8357,,,Jaime,Earline
,ID,2682,,,,,,,,
,Person,Person~3112,"Evelyn, Summer Frost",EvelynS@univ.edu,3112,963.555.8895,,,Summer,Evelyn
,ID,3112,,,,,,,,
,Person,Person~2303,"Quentin, Sam Hyde",QuentinS@univ.edu,2303,963.555.8921,,,Sam,Quentin
,ID,2303,,,,,,,,
,Person,Person~3903,"Dunlap, Ann ",DunlapA@univ.edu,3903,963.555.9067,,,Ann,Dunlap
,ID,3903,,,,,,,,
,Person,Person~3095,"Shields, Rich Pena",ShieldsR@univ.edu,3095,963.555.9197,,,Rich,Shields
,ID,3095,,,,,,,,
,Person,Person~2383,"Page, Winnie ",PageW@univ.edu,2383,963.555.9366,,,Winnie,Page
,ID,2383,,,,,,,,
,Person,Person~2146,"Sparks, Ezra ",SparksE@univ.edu,2146,963.555.9390,,,Ezra,Sparks
,ID,2146,,,,,,,,
,Person,Person~3958,"Kaufman, Elba ",KaufmanE@univ.edu,3958,963.555.9507,,,Elba,Kaufman
,ID,3958,,,,,,,,
Energy Sciences Department,Position,Position~2254~Assistant Professor I~Faculty~Energy Sciences Department,,,,,Assistant Professor I,Faculty,,
,Person,Energy Sciences Department,,,,,,,,
,Person,Person~2254,,,2254,,,,,
,ID,2254,,,,,,,,
Energy Sciences Department,Position,Position~2217~Assistant Professor II~Faculty~Energy Sciences Department,,,,,Assistant Professor II,Faculty,,
,Person,Energy Sciences Department,,,,,,,,
,Person,Person~2217,,,2217,,,,,
,ID,2217,,,,,,,,
Energy Sciences Department,Position,Position~1968~Assistant Professor III~Faculty~Energy Sciences Department,,,,,Assistant Professor III,Faculty,,
,Person,Energy Sciences Department,,,,,,,,
,Person,Person~1968,,,1968,,,,,
,ID,1968,,,,,,,,
Energy Sciences Department,Position,Position~2303~Assistant Professor IV~Faculty~Energy Sciences Department,,,,,Assistant Professor IV,Faculty,,
,Person,Energy Sciences Department,,,,,,,,
,Person,Person~2303,,,2303,,,,,
,ID,2303,,,,,,,,
Energy Sciences Department,Position,Position~3903~Assistant Professor V~Faculty~Energy Sciences Department,,,,,Assistant Professor V,Faculty,,
,Person,Energy Sciences Department,,,,,,,,
,Person,Person~3903,,,3903,,,,,
,ID,3903,,,,,,,,
Energy Sciences Department,Position,Position~2146~Assistant Professor VI~Faculty~Energy Sciences Department,,,,,Assistant Professor VI,Faculty,,
,Person,Energy Sciences Department,,,,,,,,
,Person,Person~2146,,,2146,,,,,
,ID,2146,,,,,,,,
Energy Sciences Department,Position,Position~2895~Associate Curator of South Library~Faculty~Energy Sciences Department,,,,,Associate Curator of South Library,Faculty,,
,Person,Energy Sciences Department,,,,,,,,
,Person,Person~2895,,,2895,,,,,
,ID,2895,,,,,,,,
Energy Sciences Department,Position,Position~2682~Associate Curator of Central Library~Faculty~Energy Sciences Department,,,,,Associate Curator of Central Library,Faculty,,
,Person,Energy Sciences Department,,,,,,,,
,Person,Person~2682,,,2682,,,,,
,ID,2682,,,,,,,,
Energy Sciences Department,Position,Position~3112~Professor of Kinetic Energy~Faculty~Energy Sciences Department,,,,,Professor of Kinetic Energy,Faculty,,
,Person,Energy Sciences Department,,,,,,,,
,Person,Person~3112,,,3112,,,,,
,ID,3112,,,,,,,,
Energy Sciences Department,Position,Position~3095~Professor of Elastic Energy~Faculty~Energy Sciences Department,,,,,Professor of Elastic Energy,Faculty,,
,Person,Energy Sciences Department,,,,,,,,
,Person,Person~3095,,,3095,,,,,
,ID,3095,,,,,,,,
Energy Sciences Department,Position,Position~2389~Curator of South Library~Faculty~Energy Sciences Department,,,,,Curator of South Library,Faculty,,
,Person,Energy Sciences Department,,,,,,,,
,Person,Person~2389,,,2389,,,,,
,ID,2389,,,,,,,,
Energy Sciences Department,Position,Position~2426~Curator of Central Library~Faculty~Energy Sciences Department,,,,,Curator of Central Library,Faculty,,
,Person,Energy Sciences Department,,,,,,,,
,Person,Person~2426,,,2426,,,,,
,ID,2426,,,,,,,,
Energy Sciences Department,Position,Position~2383~Curator of West Library~Faculty~Energy Sciences Department,,,,,Curator of West Library,Faculty,,
,Person,Energy Sciences Department,,,,,,,,
,Person,Person~2383,,,2383,,,,,
,ID,2383,,,,,,,,
Energy Sciences Department,Position,Position~1699~Professor of Kinetic Energy~Faculty~Energy Sciences Department,,,,,Professor of Kinetic Energy,Faculty,,
,Person,Energy Sciences Department,,,,,,,,
,Person,Person~1699,,,1699,,,,,
,ID,1699,,,,,,,,
Energy Sciences Department,Position,Position~1567~Professor of Elastic Energy~Faculty~Energy Sciences Department,,,,,Professor of Elastic Energy,Faculty,,
,Person,Energy Sciences Department,,,,,,,,
,Person,Person~1567,,,1567,,,,,
,ID,1567,,,,,,,,
Energy Sciences Department,Position,Position~1824~Professor of Kinetic Energy~Faculty~Energy Sciences Department,,,,,Professor of Kinetic Energy,Faculty,,
,Person,Energy Sciences Department,,,,,,,,
,Person,Person~1824,,,1824,,,,,
,ID,1824,,,,,,,,
Energy Sciences Department,Position,Position~3958~Professor of Elastic Energy~Faculty~Energy Sciences Department,,,,,Professor of Elastic Energy,Faculty,,
,Person,Energy Sciences Department,,,,,,,,
,Person,Person~3958,,,3958,,,,,
,ID,3958,,,,,,,,
Energy Sciences Department,Position,Position~4580~Research Professor I~Faculty~Energy Sciences Department,,,,,Research Professor I,Faculty,,
,Person,Energy Sciences Department,,,,,,,,
,Person,Person~4580,,,4580,,,,,
,ID,4580,,,,,,,,
Energy Sciences Department,Position,Position~3066~Research Professor II~Faculty~Energy Sciences Department,,,,,Research Professor II,Faculty,,
,Person,Energy Sciences Department,,,,,,,,
,Person,Person~3066,,,3066,,,,,
,ID,3066,,,,,,,,
Energy Sciences Department,Position,Position~3012~Research Professor III~Faculty~Energy Sciences Department,,,,,Research Professor III,Faculty,,
,Person,Energy Sciences Department,,,,,,,,
,Person,Person~3012,,,3012,,,,,
,ID,3012,,,,,,,,
Geothermal Technology Department,Position,Position~3547~Assistant Professor I~Faculty~Geothermal Technology Department,,,,,Assistant Professor I,Faculty,,
,Person,Geothermal Technology Department,,,,,,,,
,Person,Person~3547,,,3547,,,,,
,ID,3547,,,,,,,,
Geothermal Technology Department,Position,Position~2070~Assistant Professor II~Faculty~Geothermal Technology Department,,,,,Assistant Professor II,Faculty,,
,Person,Geothermal Technology Department,,,,,,,,
,Person,Person~2070,,,2070,,,,,
,ID,2070,,,,,,,,
Geothermal Technology Department,Position,Position~2342~Assistant Professor III~Faculty~Geothermal Technology Department,,,,,Assistant Professor III,Faculty,,
,Person,Geothermal Technology Department,,,,,,,,
,Person,Person~2342,,,2342,,,,,
,ID,2342,,,,,,,,
Geothermal Technology Department,Position,Position~3544~Assistant Professor IV~Faculty~Geothermal Technology Department,,,,,Assistant Professor IV,Faculty,,
,Person,Geothermal Technology Department,,,,,,,,
,Person,Person~3544,,,3544,,,,,
,ID,3544,,,,,,,,
Geothermal Technology Department,Position,Position~2096~Assistant Professor V~Faculty~Geothermal Technology Department,,,,,Assistant Professor V,Faculty,,
,Person,Geothermal Technology Department,,,,,,,,
,Person,Person~2096,,,2096,,,,,
,ID,2096,,,,,,,,
Geothermal Technology Department,Position,Position~2941~Associate Curator  of North Library~Faculty~Geothermal Technology Department,,,,,Associate Curator  of North Library,Faculty,,
,Person,Geothermal Technology Department,,,,,,,,
,Person,Person~2941,,,2941,,,,,
,ID,2941,,,,,,,,
Geothermal Technology Department,Position,Position~2755~Associate Curator  of West Library~Faculty~Geothermal Technology Department,,,,,Associate Curator  of West Library,Faculty,,
,Person,Geothermal Technology Department,,,,,,,,
,Person,Person~2755,,,2755,,,,,
,ID,2755,,,,,,,,
Geothermal Technology Department,Position,Position~2811~Associate Curator of East Library~Faculty~Geothermal Technology Department,,,,,Associate Curator of East Library,Faculty,,
,Person,Geothermal Technology Department,,,,,,,,
,Person,Person~2811,,,2811,,,,,
,ID,2811,,,,,,,,
Geothermal Technology Department,Position,Position~3130~Professor of Thermal Energy~Faculty~Geothermal Technology Department,,,,,Professor of Thermal Energy,Faculty,,
,Person,Geothermal Technology Department,,,,,,,,
,Person,Person~3130,,,3130,,,,,
,ID,3130,,,,,,,,
Geothermal Technology Department,Position,Position~3297~Professor of Gravitational Energy~Faculty~Geothermal Technology Department,,,,,Professor of Gravitational Energy,Faculty,,
,Person,Geothermal Technology Department,,,,,,,,
,Person,Person~3297,,,3297,,,,,
,ID,3297,,,,,,,,
Geothermal Technology Department,Position,Position~2401~Curator of North Library~Faculty~Geothermal Technology Department,,,,,Curator of North Library,Faculty,,
,Person,Geothermal Technology Department,,,,,,,,
,Person,Person~2401,,,2401,,,,,
,ID,2401,,,,,,,,
Geothermal Technology Department,Position,Position~2561~Curator of East Library~Faculty~Geothermal Technology Department,,,,,Curator of East Library,Faculty,,
,Person,Geothermal Technology Department,,,,,,,,
,Person,Person~2561,,,2561,,,,,
,ID,2561,,,,,,,,
Geothermal Technology Department,Position,Position~1538~Professor of Thermodynamics~Faculty~Geothermal Technology Department,,,,,Professor of Thermodynamics,Faculty,,
,Person,Geothermal Technology Department,,,,,,,,
,Person,Person~1538,,,1538,,,,,
,ID,1538,,,,,,,,
Geothermal Technology Department,Position,Position~1625~Professor of Cogeneration~Faculty~Geothermal Technology Department,,,,,Professor of Cogeneration,Faculty,,
,Person,Geothermal Technology Department,,,,,,,,
,Person,Person~1625,,,1625,,,,,
,ID,1625,,,,,,,,
Geothermal Technology Department,Position,Position~1307~Professor of Thermodynamics~Faculty~Geothermal Technology Department,,,,,Professor of Thermodynamics,Faculty,,
,Person,Geothermal Technology Department,,,,,,,,
,Person,Person~1307,,,1307,,,,,
,ID,1307,,,,,,,,
Geothermal Technology Department,Position,Position~4150~Professor of Cogeneration~Faculty~Geothermal Technology Department,,,,,Professor of Cogeneration,Faculty,,
,Person,Geothermal Technology Department,,,,,,,,
,Person,Person~4150,,,4150,,,,,
,ID,4150,,,,,,,,
Geothermal Technology Department,Position,Position~1089~Professor of Thermodynamics~Faculty~Geothermal Technology Department,,,,,Professor of Thermodynamics,Faculty,,
,Person,Geothermal Technology Department,,,,,,,,
,Person,Person~1089,,,1089,,,,,
,ID,1089,,,,,,,,
Geothermal Technology Department,Position,Position~4539~Professor of Cogeneration~Faculty~Geothermal Technology Department,,,,,Professor of Cogeneration,Faculty,,
,Person,Geothermal Technology Department,,,,,,,,
,Person,Person~4539,,,4539,,,,,
,ID,4539,,,,,,,,
Geothermal Technology Department,Position,Position~2948~Research Professor I~Faculty~Geothermal Technology Department,,,,,Research Professor I,Faculty,,
,Person,Geothermal Technology Department,,,,,,,,
,Person,Person~2948,,,2948,,,,,
,ID,2948,,,,,,,,
Geothermal Technology Department,Position,Position~3929~Research Professor II~Faculty~Geothermal Technology Department,,,,,Research Professor II,Faculty,,
,Person,Geothermal Technology Department,,,,,,,,
,Person,Person~3929,,,3929,,,,,
,ID,3929,,,,,,,,
