,Person,Person~2895,"Garrison, Patrica ",GarrisonP@univ.edu,2895,963.555.6760,,,Patrica,Garrison
,ID,2895,,,,,,,,
,Person,Person~2254,"Effie, Leila Vinson",EffieL@univ.edu,2254,963.555.6824,,,Leila,Effie
,ID,2254,,,,,,,,
,Person,Person~2389,"Buckley, Rose ",BuckleyR@univ.edu,2389,963.555.6855x5018,,,Rose,Buckley
,ID,2389,,,,,,,,
,Person,Person~1699,"Stanton, Kathie ",StantonK@univ.edu,1699,963.555.7095,,,Kathie,Stanton
,ID,1699,,,,,,,,
,Person,Person~1567,"Banks, Shannon ",BanksS@univ.edu,1567,963.555.7198,,,Shannon,Banks
,ID,1567,,,,,,,,
,Person,Person~3066,"Barnes, Cleo ",BarnesC@univ.edu,3066,963.555.7463x7335,,,Cleo,Barnes
,ID,3066,,,,,,,,
,Person,Person~2426,"Brady, Nellie ",BradyN@univ.edu,2426,963.555.7569,,,Nellie,Brady
,ID,2426,,,,,,,,
,Person,Person~2217,"Katheryn, Ruben Holt",KatherynR@univ.edu,2217,963.555.7578,,,Ruben,Katheryn
,ID,2217,,,,,,,,
,Person,Person~1968,"Michael, Dianne ",MichaelD@univ.edu,1968,963.555.7592,,,Dianne,Michael
,ID,1968,,,,,,,,
,Person,Person~3012,"Grant, Adam ",GrantA@univ.edu,3012,963.555.7775,,,Adam,Grant
,ID,3012,,,,,,,,
,Person,Person~1824,"Head, Kurtis ",HeadK@univ.edu,1824,963.555.7882,,,Kurtis,Head
,ID,1824,,,,,,,,
,Person,Person~3929,"Berger, Jami ",BergerJ@univ.edu,3929,963.555.8158,,,Jami,Berger
,ID,3929,,,,,,,,
,Person,Person~2682,"Earline, Jaime Fitzgerald",EarlineJ@univ.edu,2682,963.555.8357,,,Jaime,Earline
,ID,2682,,,,,,,,
,Person,Person~3112,"Evelyn, Summer Frost",EvelynS@univ.edu,3112,963.555.8895,,,Summer,Evelyn
,ID,3112,,,,,,,,
,Person,Person~2303,"Quentin, Sam Hyde",QuentinS@univ.edu,2303,963.555.8921,,,Sam,Quentin
,ID,2303,,,,,,,,
,Person,Person~3903,"Dunlap, Ann ",DunlapA@univ.edu,3903,963.555.9067,,,Ann,Dunlap
,ID,3903,,,,,,,,
,Person,Person~3095,"Shields, Rich Pena",ShieldsR@univ.edu,3095,963.555.9197,,,Rich,Shields
,ID,3095,,,,,,,,
,Person,Person~2383,"Page, Winnie ",PageW@univ.edu,2383,963.555.9366,,,Winnie,Page
,ID,2383,,,,,,,,
,Person,Person~2146,"Sparks, Ezra ",SparksE@univ.edu,2146,963.555.9390,,,Ezra,Sparks
,ID,2146,,,,,,,,
,Person,Person~3958,"Kaufman, Elba ",KaufmanE@univ.edu,3958,963.555.9507,,,Elba,Kaufman
,ID,3958,,,,,,,,
Energy Sciences Department,Position,Position~2254~Assistant Professor I~Faculty~Energy Sciences Department,,,,,Assistant Professor I,Faculty,,
,Person,Energy Sciences Department,,,,,,,,
Energy Sciences Department,Position,Position~2217~Assistant Professor II~Faculty~Energy Sciences Department,,,,,Assistant Professor II,Faculty,,
Energy Sciences Department,Position,Position~1968~Assistant Professor III~Faculty~Energy Sciences Department,,,,,Assistant Professor III,Faculty,,
Energy Sciences Department,Position,Position~2303~Assistant Professor IV~Faculty~Energy Sciences Department,,,,,Assistant Professor IV,Faculty,,
Energy Sciences Department,Position,Position~3903~Assistant Professor V~Faculty~Energy Sciences Department,,,,,Assistant Professor V,Faculty,,
Energy Sciences Department,Position,Position~2146~Assistant Professor VI~Faculty~Energy Sciences Department,,,,,Assistant Professor VI,Faculty,,
Energy Sciences Department,Position,Position~2895~Associate Curator of South Library~Faculty~Energy Sciences Department,,,,,Associate Curator of South Library,Faculty,,
Energy Sciences Department,Position,Position~2682~Associate Curator of Central Library~Faculty~Energy Sciences Department,,,,,Associate Curator of Central Library,Faculty,,
Energy Sciences Department,Position,Position~3112~Professor of Kinetic Energy~Faculty~Energy Sciences Department,,,,,Professor of Kinetic Energy,Faculty,,
Energy Sciences Department,Position,Position~3095~Professor of Elastic Energy~Faculty~Energy Sciences Department,,,,,Professor of Elastic Energy,Faculty,,
Energy Sciences Department,Position,Position~2389~Curator of South Library~Faculty~Energy Sciences Department,,,,,Curator of South Library,Faculty,,
Energy Sciences Department,Position,Position~2426~Curator of Central Library~Faculty~Energy Sciences Department,,,,,Curator of Central Library,Faculty,,
Energy Sciences Department,Position,Position~2383~Curator of West Library~Faculty~Energy Sciences Department,,,,,Curator of West Library,Faculty,,
Energy Sciences Department,Position,Position~1699~Professor of Kinetic Energy~Faculty~Energy Sciences Department,,,,,Professor of Kinetic Energy,Faculty,,
Energy Sciences Department,Position,Position~1567~Professor of Elastic Energy~Faculty~Energy Sciences Department,,,,,Professor of Elastic Energy,Faculty,,
Energy Sciences Department,Position,Position~1824~Professor of Kinetic Energy~Faculty~Energy Sciences Department,,,,,Professor of Kinetic Energy,Faculty,,
Energy Sciences Department,Position,Position~3958~Professor of Elastic Energy~Faculty~Energy Sciences Department,,,,,Professor of Elastic Energy,Faculty,,
Energy Sciences Department,Position,Position~4580~Research Professor I~Faculty~Energy Sciences Department,,,,,Research Professor I,Faculty,,
Energy Sciences Department,Position,Position~3066~Research Professor II~Faculty~Energy Sciences Department,,,,,Research Professor II,Faculty,,
Energy Sciences Department,Position,Position~3012~Research Professor III~Faculty~Energy Sciences Department,,,,,Research Professor III,Faculty,,
Geothermal Technology Department,Position,Position~3547~Assistant Professor I~Faculty~Geothermal Technology Department,,,,,Assistant Professor I,Faculty,,
,Person,Geothermal Technology Department,,,,,,,,
Geothermal Technology Department,Position,Position~2070~Assistant Professor II~Faculty~Geothermal Technology Department,,,,,Assistant Professor II,Faculty,,
Geothermal Technology Department,Position,Position~2342~Assistant Professor III~Faculty~Geothermal Technology Department,,,,,Assistant Professor III,Faculty,,
Geothermal Technology Department,Position,Position~3544~Assistant Professor IV~Faculty~Geothermal Technology Department,,,,,Assistant Professor IV,Faculty,,
Geothermal Technology Department,Position,Position~2096~Assistant Professor V~Faculty~Geothermal Technology Department,,,,,Assistant Professor V,Faculty,,
Geothermal Technology Department,Position,Position~2941~Associate Curator  of North Library~Faculty~Geothermal Technology Department,,,,,Associate Curator  of North Library,Faculty,,
Geothermal Technology Department,Position,Position~2755~Associate Curator  of West Library~Faculty~Geothermal Technology Department,,,,,Associate Curator  of West Library,Faculty,,
Geothermal Technology Department,Position,Position~2811~Associate Curator of East Library~Faculty~Geothermal Technology Department,,,,,Associate Curator of East Library,Faculty,,
Geothermal Technology Department,Position,Position~3130~Professor of Thermal Energy~Faculty~Geothermal Technology Department,,,,,Professor of Thermal Energy,Faculty,,
Geothermal Technology Department,Position,Position~3297~Professor of Gravitational Energy~Faculty~Geothermal Technology Department,,,,,Professor of Gravitational Energy,Faculty,,
Geothermal Technology Department,Position,Position~2401~Curator of North Library~Faculty~Geothermal Technology Department,,,,,Curator of North Library,Faculty,,
Geothermal Technology Department,Position,Position~2561~Curator of East Library~Faculty~Geothermal Technology Department,,,,,Curator of East Library,Faculty,,
Geothermal Technology Department,Position,Position~1538~Professor of Thermodynamics~Faculty~Geothermal Technology Department,,,,,Professor of Thermodynamics,Faculty,,
Geothermal Technology Department,Position,Position~1625~Professor of Cogeneration~Faculty~Geothermal Technology Department,,,,,Professor of Cogeneration,Faculty,,
Geothermal Technology Department,Position,Position~1307~Professor of Thermodynamics~Faculty~Geothermal Technology Department,,,,,Professor of Thermodynamics,Faculty,,
Geothermal Technology Department,Position,Position~4150~Professor of Cogeneration~Faculty~Geothermal Technology Department,,,,,Professor of Cogeneration,Faculty,,
Geothermal Technology Department,Position,Position~1089~Professor of Thermodynamics~Faculty~Geothermal Technology Department,,,,,Professor of Thermodynamics,Faculty,,
Geothermal Technology Department,Position,Position~4539~Professor of Cogeneration~Faculty~Geothermal Technology Department,,,,,Professor of Cogeneration,Faculty,,
Geothermal Technology Department,Position,Position~2948~Research Professor I~Faculty~Geothermal Technology Department,,,,,Research Professor I,Faculty,,
Geothermal Technology Department,Position,Position~3929~Research Professor II~Faculty~Geothermal Technology Department,,,,,Research Professor II,Faculty,,
